Ref #,Activity,Project Title,Country,Delivery Partner,Region,SIDS,LDCs,NAP,Status,Approved Date,Financing,approved_date,financing,year,duration_days,event_closed,event_resolved,state_id,log_financing,velocity,stagnation_flag,bottleneck_flag,financing_outlier_flag,entity_code,entity_name,entity_country,entity_dae,entity_type,entity_stage,entity_bm,entity_size,entity_sector,entity_approved_count,entity_fa_financing,entity_match
URY-RS-002,Adaptation Planning,Adaptation Planning,Uruguay,UNDP,LAC,False,False,True,Closed,8 Jan 2018,2735615.0,2018-01-08,2735615.0,2018,2973.0,1,1,4,14.82186719699728,920.1530440632358,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
COL-RS-003,Adaptation Planning,Adaptation Planning,Colombia,FondoAccion,LAC,False,False,True,Closed,8 Jan 2018,2683964.0,2018-01-08,2683964.0,2018,2973.0,1,1,4,14.802805736750235,902.7796838210562,0,0,1,FondoAccion,Fondo para la Acción Ambiental y la Niñez,Colombia,True,National,Effectiveness,B.21, Micro,Public,0.0,0.0,True
HND-RS-002,Strategic Framework (SF),Supporting strategic planning to engage with the GCF and comply with the national commitments under the Paris Agreement regarding the LULUCF sector,Honduras,UNEP,LAC,False,False,False,Closed,18 Jan 2018,764960.0,2018-01-18,764960.0,2018,2963.0,1,1,4,13.547580131116971,258.1707728653392,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
STP-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening the capacity of the Direcção Nacional de Planeamento to exercise the role of GCF NDA in STP.,Sao Tome and Principe,AFAP,AF,True,False,False,Closed,18 Jan 2018,300000.0,2018-01-18,300000.0,2018,2963.0,1,1,4,12.611541086966115,101.24873439082012,0,0,0,,,,,,,,,,,,False
MUS-RS-002,Strategic Framework (SF),Climate Change Vulnerability and Adaptation Study for Port of Port Louis,Mauritius,UNEP,AF,True,False,False,Closed,22 Jan 2018,324764.0,2018-01-22,324764.0,2018,2959.0,1,1,4,12.690857122842592,109.7546468401487,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
GNQ-RS-002,Strategic Framework (SF),Preparatory support to the NDA of Equatorial Guinea to engage with the GCF in early phases of REDD (NMFS and FREL/FRL)	,Equatorial Guinea,FAO,AF,False,False,False,Closed,22 Jan 2018,600000.0,2018-01-22,600000.0,2018,2959.0,1,1,4,13.304686600863562,202.77120648867862,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
LBY-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Preparation of Libya to climate finance through GCF country programming and the establishment of the GCF designated national authority ,Libya,OSS,AF,False,False,False,Closed,27 Jan 2018,300000.0,2018-01-27,300000.0,2018,2954.0,1,1,4,12.611541086966115,101.5572105619499,0,0,0,OSS,Sahara and Sahel Observatory,Tunisia,True,Regional,Effectiveness,B.18, Micro,Public,2.0,19423832.0,True
PER-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Peru,GIZ,LAC,False,False,False,Closed,29 Jan 2018,426665.0,2018-01-29,426665.0,2018,2952.0,1,1,4,12.963756784726469,144.53421409214093,0,0,0,GIZ,Deutsche Gesellschaft fuer Internationale Zusammenarbeit (GIZ) GmbH,Germany,False,International,Effectiveness,B.14, Medium,Public,13.0,484433798.01,True
THA-RS-002,Strategic Framework (SF),Scaling up Thailand’s climate finance readiness  ,Thailand,GIZ,AP,False,False,False,Closed,29 Jan 2018,627400.0,2018-01-29,627400.0,2018,2952.0,1,1,4,13.349341168616947,212.53387533875338,0,0,0,GIZ,Deutsche Gesellschaft fuer Internationale Zusammenarbeit (GIZ) GmbH,Germany,False,International,Effectiveness,B.14, Medium,Public,13.0,484433798.01,True
KNA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in St. Kitts and Nevis ,Saint Kitts and Nevis,FAO,LAC,True,False,False,Cancelled,29 Jan 2018,1.0,2018-01-29,1.0,2018,2952.0,0,1,0,0.6931471805599453,0.00033875338753387534,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
MNG-RS-003,Strategic Framework (SF),Scaling-up of Implementation of Low-Carbon District Heating Systems in Mongolia,Mongolia,UNEP,AP,False,False,False,Closed,29 Jan 2018,368000.0,2018-01-29,368000.0,2018,2952.0,1,1,4,12.81584093453868,124.66124661246613,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
NER-RS-001,Adaptation Planning,Adaptation Planning,Niger (the),UNDP,AF,False,True,True,Disbursed,31 Jan 2018,2997282.0,2018-01-31,2997282.0,2018,2950.0,0,0,3,14.913216769601874,1016.0277966101695,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
COD-RS-002,Adaptation Planning,Medium term investment planning for adaptation in climate sensitive sectors in the Democratic Republic of Congo : Advancing the NAP process,Democratic Republic of the Congo (the),UNDP,AF,False,True,True,Closed,31 Jan 2018,1397000.0,2018-01-31,1397000.0,2018,2950.0,1,1,4,14.149838354058456,473.5593220338983,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
KEN-RS-002,Adaptation Planning,Enhancing capacity for planning and effective implementation of climate change adaptation in Kenya,Kenya,FAO,AF,False,False,True,Closed,31 Jan 2018,3000000.0,2018-01-31,3000000.0,2018,2950.0,1,1,4,14.914123179965662,1016.9491525423729,0,0,1,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
BGD-RS-003,Adaptation Planning,Formulation and Advancement of the National Adaptation Plan Process in Bangladesh,Bangladesh,UNDP,AP,False,True,True,Closed,9 Feb 2018,2805990.0,2018-02-09,2805990.0,2018,2941.0,1,1,4,14.847267332226712,954.0938456307379,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
THA-RS-003,Strategic Framework (SF),Advancing Thailand’s Access to GCF ,Thailand,GGGI,AP,False,False,False,Closed,9 Feb 2018,340000.0,2018-02-09,340000.0,2018,2941.0,1,1,4,12.73670383776449,115.60693641618496,0,0,0,,,,,,,,,,,,False
LAO-RS-002,Strategic Framework (SF),Readiness support to enhance green finance in the areas of green cities in Lao PDR ,Lao People's Democratic Republic (the),GGGI,AP,False,True,False,Closed,9 Feb 2018,476485.0,2018-02-09,476485.0,2018,2941.0,1,1,4,13.074193620742353,162.01462087725264,0,0,0,,,,,,,,,,,,False
COL-RS-004,Strategic Framework (SF),Supporting the implementation of the Colombian Pilots of Financial Innovation – Green Protocol,Colombia,ASOBANCARIA_COL,LAC,False,False,False,Closed,14 Feb 2018,309800.0,2018-02-14,309800.0,2018,2936.0,1,1,4,12.643685434848656,105.51771117166213,0,0,0,,,,,,,,,,,,False
NPL-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in Nepal,Nepal,UNDP,AP,False,True,False,Closed,23 Feb 2018,898509.0,2018-02-23,898509.0,2018,2927.0,1,1,4,13.708493114804362,306.9726682610181,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
COG-RS-002,Strategic Framework (SF),Support to the Republic of Congo’s GCF Focal Point and his team to strengthen their coordination capacities and to undertake consultations and studies in the forest and land use sector,Congo,FAO,AF,False,False,False,Closed,23 Feb 2018,617000.0,2018-02-23,617000.0,2018,2927.0,1,1,4,13.332625923631754,210.7960368978476,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
BFA-RS-002,Strategic Framework (SF),"Assessing forest  and  land  use  sectoropportunitiesin BurkinaFasoto  support climate  change adaptation and mitigation interventions, particularly under the Great Green Wall Initiative",Burkina Faso,FAO,AF,False,True,False,Closed,23 Feb 2018,342815.0,2018-02-23,342815.0,2018,2927.0,1,1,4,12.744949139062285,117.12162623846942,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
RWA-RS-002,Strategic Framework (SF),Readiness and preparatory support to implement Green City Development Projects in Rwanda’s Secondary Cities ,Rwanda,GGGI,AF,False,True,False,Closed,23 Feb 2018,600000.0,2018-02-23,600000.0,2018,2927.0,1,1,4,13.304686600863562,204.98804236419542,0,0,0,,,,,,,,,,,,False
LSO-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Lesotho,DBSA,AF,False,True,False,Disbursed,6 Mar 2018,300000.0,2018-03-06,300000.0,2018,2916.0,0,0,3,12.611541086966115,102.88065843621399,0,0,0,DBSA,Development Bank of Southern Africa,South Africa,True,Regional,Effectiveness,B.12, Large,Public,3.0,390610000.0,True
SWZ-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Eswatini,UNEP,AF,False,False,False,Closed,9 Mar 2018,299032.0,2018-03-09,299032.0,2018,2913.0,1,1,4,12.608309214175712,102.65430827325781,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
LCA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in Saint Lucia ,Saint Lucia,CCCCC,LAC,True,False,False,Closed,14 Mar 2018,375100.0,2018-03-14,375100.0,2018,2908.0,1,1,4,12.83495060202217,128.98899587345255,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
BIH-RS-001,Adaptation Planning,Adaptation Planning,Bosnia and Herzegovina,UNDP,EE,False,False,True,Closed,26 Mar 2018,2506812.0,2018-03-26,2506812.0,2018,2896.0,1,1,4,14.734522783213578,865.6118784530387,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
LAO-RS-004,Strategic Framework (SF),Incentive mechanisms for private sector engagement under REDD+ in the Lao People's Democratic Republic,Lao People's Democratic Republic (the),FAO,AP,False,True,False,Closed,28 Mar 2018,348975.0,2018-03-28,348975.0,2018,2894.0,1,1,4,12.762758430911633,120.58569454042848,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
LAO-RS-003,Support for direct access entities (ES),Support for the accreditation of the Lao PDR Environment Protection Fund to the GCF  ,Lao People's Democratic Republic (the),GIZ,AP,False,True,False,Closed,1 Apr 2018,484158.75,2018-04-01,484158.75,2018,2890.0,1,1,4,13.090170193223766,167.52897923875432,0,0,0,GIZ,Deutsche Gesellschaft fuer Internationale Zusammenarbeit (GIZ) GmbH,Germany,False,International,Effectiveness,B.14, Medium,Public,13.0,484433798.01,True
JOR-RS-002,Strategic Framework (SF),Improving Jordan’s Readiness to Access Finance for Climate Change and Green Growth in Jordan,Jordan,GGGI,AP,False,False,False,Closed,1 Apr 2018,710000.0,2018-04-01,710000.0,2018,2890.0,1,1,4,13.47302165746721,245.67474048442907,0,0,0,,,,,,,,,,,,False
PwC,Support for direct access entities (ES),Entity Support for Mozambique,Mozambique,PwC_GBR,AF,False,True,False,Closed,9 Apr 2018,35313.0,2018-04-09,35313.0,2018,2882.0,1,1,4,10.472034764862743,12.2529493407356,0,0,0,,,,,,,,,,,,False
PWC,Support for direct access entities (ES),CDC-Tunisia ,Tunisia,PwC_GBR,AF,False,False,False,Closed,9 Apr 2018,33915.0,2018-04-09,33915.0,2018,2882.0,1,1,4,10.431642158423893,11.767869535045108,0,0,0,,,,,,,,,,,,False
PRY-RS-002,Strategic Framework (SF),Strategic Framework,Paraguay,FundacionAvina,LAC,False,False,False,Closed,13 Apr 2018,592813.0,2018-04-13,592813.0,2018,2878.0,1,1,4,13.292635969419287,205.9808895066018,0,0,0,FundacionAvina,Fundación Avina,Panama,True,Regional,Effectiveness,B.15, Micro,Public,1.0,9388923.0,True
GRD-RS-002,Strategic Framework (SF),Climate Smart Cities: Grenada,Grenada,NYU_USA,LAC,True,False,False,Closed,18 Apr 2018,600854.0,2018-04-18,600854.0,2018,2873.0,1,1,4,13.3061089198493,209.13818308388443,0,0,0,,,,,,,,,,,,False
KEN-RS-003,Support for direct access entities (ES),NEMA capacity strengthening programme towards accessing climate finance from the Green Climate Fund,Kenya,NEMA,AF,False,False,False,Closed,2 May 2018,431060.0,2018-05-02,431060.0,2018,2859.0,1,1,4,12.974004890393777,150.77299755159146,0,0,0,NEMA,National Environment Management Authority of Kenya,Kenya,True,National,Effectiveness,B.12, Micro,Public,1.0,9526603.26,True
JAM-RS-003,Strategic Framework (SF),Support for REDD+ Readiness Preparation in Jamaica,Jamaica,"Jamaica, Ministry of Economic Growth and Job Creation",LAC,True,False,False,Disbursed,6 May 2018,613000.0,2018-05-06,613000.0,2018,2855.0,0,0,3,13.326121846238388,214.7110332749562,0,0,0,,,,,,,,,,,,False
IDN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthen the NDA and Indonesia's engagement with the GCF,Indonesia,GGGI,AP,False,False,False,Closed,6 May 2018,852322.0,2018-05-06,852322.0,2018,2855.0,1,1,4,13.6557208419494,298.53660245183886,0,0,0,,,,,,,,,,,,False
ZWE-RS-002,Adaptation Planning,Building capacity to advance the National Adaptation Planning process in Zimbabwe,Zimbabwe,UNEP,AF,False,False,True,Disbursed,8 May 2018,2886725.0,2018-05-08,2886725.0,2018,2853.0,0,0,3,14.87563354593179,1011.8208902909219,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
DOM-RS-002,Adaptation Planning,Adaptation Planning,Dominican Republic (the),UNEP,LAC,True,False,True,Disbursed,11 May 2018,2998325.0,2018-05-11,2998325.0,2018,2850.0,0,0,3,14.913564690892446,1052.0438596491229,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
BRA-RS-001,Strategic Framework (SF),Technology Needs Assessment for the Implementation of Climate Action Plans in Brazil,Brazil,UNEP,LAC,False,False,False,Closed,15 May 2018,700000.0,2018-05-15,700000.0,2018,2846.0,1,1,4,13.45883704259595,245.9592410400562,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
MNG-RS-004,Adaptation Planning,Adaptation Planning,Mongolia,UNEP,AP,False,False,True,Disbursed,22 May 2018,2895461.0,2018-05-22,2895461.0,2018,2839.0,0,0,3,14.878655241749051,1019.8876364917224,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
BHS-RS-003,Strategic Framework (SF),CTCN - Strategic Framework,Bahamas,UNIDO,LAC,True,False,False,Closed,28 May 2018,369715.0,2018-05-28,369715.0,2018,2833.0,1,1,4,12.820490422322028,130.5030003529827,0,0,0,UNIDO,United Nations Industrial Development Organization,Austria,False,International,Effectiveness,B.26, Small,Public,0.0,0.0,True
GUY-RS-002,Strategic Framework (SF),Strategic Framework,Guyana,FAO,LAC,True,False,False,Closed,1 Jun 2018,697183.0,2018-06-01,697183.0,2018,2829.0,1,1,4,13.45480464342606,246.44149876281372,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
NER-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Niger (the),UNEP,AF,False,True,False,Closed,1 Jun 2018,300000.0,2018-06-01,300000.0,2018,2829.0,1,1,4,12.611541086966115,106.04453870625663,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
SSD-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,South Sudan,UNEP,AF,False,True,False,Disbursed,1 Jun 2018,300000.0,2018-06-01,300000.0,2018,2829.0,0,0,3,12.611541086966115,106.04453870625663,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
ARM-RS-002,Adaptation Planning,National Adaptation Plan (NAP) to advance medium and long-term adaptation planning in Armenia,Armenia,UNDP,EE,False,False,True,Disbursed,4 Jun 2018,2999593.0,2018-06-04,2999593.0,2018,2826.0,0,0,3,14.91398750414067,1061.4271054493984,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
PwC,Support for direct access entities (ES),Accreditation support for ECREE,Cote d'Ivoire,PwC_GBR,AF,False,False,False,Closed,13 Jun 2018,35313.0,2018-06-13,35313.0,2018,2817.0,1,1,4,10.472034764862743,12.535676251331203,0,0,0,,,,,,,,,,,,False
ESS Gender roster,Support for direct access entities (ES),Environmental and social safeguards and gender roster support ,Uruguay,PwC_GBR,LAC,False,False,False,Closed,13 Jun 2018,94084.5,2018-06-13,94084.5,2018,2817.0,1,1,4,11.451959222308037,33.398828541001066,0,0,0,,,,,,,,,,,,False
SWZ-RS-003,Adaptation Planning,Building capacity to advance National Adaptation Plan process in Swaziland ,Eswatini,UNEP,AF,False,False,True,Disbursed,26 Jun 2018,2796400.0,2018-06-26,2796400.0,2018,2804.0,0,0,3,14.843843791222534,997.2895863052781,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
MRT-RS-002,Adaptation Planning,Building capacity to advance National Adaptation Plan Process in Mauritania,Mauritania,UNEP,AF,False,True,True,Disbursed,9 Jul 2018,2670374.0,2018-07-09,2670374.0,2018,2791.0,0,0,3,14.797729469952536,956.7803654604085,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
ECU-RS-002,Adaptation Planning,Adaptation Planning,Ecuador,UNDP,LAC,False,False,True,Closed,11 Jul 2018,3000000.0,2018-07-11,3000000.0,2018,2789.0,1,1,4,14.914123179965662,1075.6543564001433,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
MDG-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Madagascar,UNEP,AF,False,True,False,Disbursed,19 Jul 2018,300000.0,2018-07-19,300000.0,2018,2781.0,0,0,3,12.611541086966115,107.87486515641855,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
CUB-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","NDA Strengthening, including country programming",Cuba,UNDP,LAC,True,False,False,Closed,31 Jul 2018,333300.0,2018-07-31,333300.0,2018,2769.0,1,1,4,12.71680126459136,120.36836403033585,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
DMA-RS-002,Adaptation Planning,Adaptation Planning,Dominica,DOE_ATG,LAC,True,False,True,Cancelled,3 Sept 2018,46030.0,2018-09-03,46030.0,2018,2735.0,0,1,0,10.737070361537285,16.82998171846435,0,0,0,DOE_ATG,"Department of Environment, Ministry of Health and Environment, Government of Antigua and Barbuda",Antigua and Barbuda,True,National,Effectiveness,B.18," Medium, Small",Public,2.0,52706595.0,True
PwC,Support for direct access entities (ES),DAE support,Nicaragua,PwC_GBR,LAC,False,False,False,Closed,4 Sept 2018,36626.0,2018-09-04,36626.0,2018,2734.0,1,1,4,10.508540952336965,13.396488661302122,0,0,0,,,,,,,,,,,,False
GAB-RS-002,Adaptation Planning,Set Up of National Adaptation Plan,Gabon,CDCGabon,AF,False,False,True,Disbursed,12 Sept 2018,923463.0,2018-09-12,923463.0,2018,2726.0,0,0,3,13.735887095728419,338.7611885546588,0,0,0,,,,,,,,,,,,False
CRI-RS-002,Adaptation Planning,Adaptation Planning,Costa Rica,UNEP,LAC,False,False,True,Disbursed,10 Oct 2018,2861917.0,2018-10-10,2861917.0,2018,2698.0,0,0,3,14.867002587395275,1060.7550037064493,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
ECU-RS-003,Strategic Framework (SF),Strategic Framework,Ecuador,FundacionAvina,LAC,False,False,False,Closed,26 Oct 2018,559516.0,2018-10-26,559516.0,2018,2682.0,1,1,4,13.234829190544195,208.61894108873975,0,0,0,FundacionAvina,Fundación Avina,Panama,True,Regional,Effectiveness,B.15, Micro,Public,1.0,9388923.0,True
COM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Developing Union of Comoros systems and processes on GCF country programming,Comoros (the),UNEP,AF,True,True,False,Disbursed,31 Oct 2018,426080.0,2018-10-31,426080.0,2018,2677.0,0,0,3,12.962384748022098,159.1632424355622,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
MLY-RS-002,Strategic Framework (SF),Accessing REDD+ result-based payments in Malaysia,Malaysia,UNEP,AP,False,False,False,Closed,5 Nov 2018,798327.0,2018-11-05,798327.0,2018,2672.0,1,1,4,13.590274819552176,298.7750748502994,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
YEM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening of DNA and enabling strategic frameworks for engagement with GCF ,Yemen,SQU_OMN,AP,False,True,False,Cancelled,28 Nov 2018,1.0,2018-11-28,1.0,2018,2649.0,0,1,0,0.6931471805599453,0.00037750094375235937,0,0,0,,,,,,,,,,,,False
ARG-RS-003,Adaptation Planning,Readiness for the National Adaptation Plan Process,Argentina,UNDP,LAC,False,False,True,Disbursed,4 Dec 2018,2999964.0,2018-12-04,2999964.0,2018,2643.0,0,0,3,14.914111179897661,1135.0601589103292,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
URY-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Green Climate Fund Readiness and Preparatory Support – Uruguay - Second phase,Uruguay,UNDP,LAC,False,False,False,Closed,4 Dec 2018,509696.0,2018-12-04,509696.0,2018,2643.0,1,1,4,13.141571710495626,192.84752175558077,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
NIC-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",Enhancing Nicaragua’s climate governance framework to access GCF resources,Nicaragua,IDB,LAC,False,False,False,Disbursed,4 Dec 2018,746217.0,2018-12-04,746217.0,2018,2643.0,0,0,3,13.522773061697503,282.3371169125993,0,0,0,IDB,Inter-American Development Bank,United States,False,International,Effectiveness,B.10, Large,Public,10.0,993852791.0,True
TGO-RS-002,Strategic Framework (SF),Building on readiness achievements to improve Togo’s access to climate finance,Togo,CSE,AF,False,True,False,Closed,10 Dec 2018,299729.0,2018-12-10,299729.0,2018,2637.0,1,1,4,12.610637348395175,113.66287447857414,0,0,0,CSE,Centre de Suivi Ecologique,Senegal,True,National,Effectiveness,B.09, Micro,Public,2.0,18371104.64,True
URY-RS-004,Support for direct access entities (ES),CND capacity strengthening for direct access to GCF in Uruguay ,Uruguay,CND,LAC,False,False,False,Closed,13 Dec 2018,91810.0,2018-12-13,91810.0,2018,2634.0,1,1,4,11.427487395138115,34.85573272589218,0,0,0,CND,Corporación Nacional para el Desarrollo,Uruguay,True,National,Effectiveness,B.36, Small,Public,0.0,0.0,True
LAC-RS-001,Support for direct access entities (ES),Building Capacity for a Regional Approach to Climate Action in the Caribbean: Caribbean Community Climate Change Centre,"Belize, Dominica, Haiti, Saint Vincent and the Grenadines, Saint Lucia, Jamaica",CCCCC,LAC,True,False,False,Disbursed,15 Dec 2018,1802657.0,2018-12-15,1802657.0,2018,2632.0,0,0,3,14.404772800332962,684.900075987842,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
BHS-RS-002,Strategic Framework (SF),GCF Readiness and Preparatory Support in the Bahamas  (Phase II) ,Bahamas,CCCCC,LAC,True,False,False,Closed,15 Dec 2018,359950.0,2018-12-15,359950.0,2018,2632.0,1,1,4,12.793723190057223,136.75911854103344,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
NIC-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Structured Dialogue of the Indigenous Peoples of Latin America and the Caribbean,Nicaragua,FAO,LAC,False,False,False,Closed,15 Dec 2018,150674.0,2018-12-15,150674.0,2018,2632.0,1,1,4,11.922880478351244,57.24696048632219,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
MLI-RS-003,Support for direct access entities (ES),Preparing Mali-Folkecenter Nyetaa’s (MFC) application for direct access accreditation to the GCF.,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,False,True,False,Disbursed,17 Dec 2018,183000.0,2018-12-17,183000.0,2018,2630.0,0,0,3,12.117246896289503,69.58174904942966,0,0,0,,,,,,,,,,,,False
BLZ-RS-002,Support for direct access entities (ES),Building Capacity for direct access to Climate Finance,Belize,CCCCC,LAC,True,False,False,Closed,22 Dec 2018,355365.0,2018-12-22,355365.0,2018,2625.0,1,1,4,12.780903523272073,135.37714285714284,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
GRD-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",STRENGTHENING INSTITUTIONAL AND IMPLEMENTATION CAPACITY FOR DELIVERY OF CLIMATE CHANGE INVESTMENT PROJECTS: GRENADA,Grenada,CCCCC,LAC,True,False,False,Closed,22 Dec 2018,399929.0,2018-12-22,399929.0,2018,2625.0,1,1,4,12.899044810775832,152.35390476190477,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
HTI-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Institutional Strengthening and Preparatory Support for the Republic of  Haiti,Haiti,CCCCC,LAC,True,True,False,Closed,22 Dec 2018,403390.0,2018-12-22,403390.0,2018,2625.0,1,1,4,12.907661593891445,153.67238095238096,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
PER-RS-003,Support for direct access entities (ES),Increasing Profonanpe’s capacities as DAE of Peru – Stage II,Peru,Profonanpe,LAC,False,False,False,Closed,22 Dec 2018,301165.0,2018-12-22,301165.0,2018,2625.0,1,1,4,12.615416886730136,114.72952380952381,0,0,0,Profonanpe,Peruvian Trust Fund for National Parks and Protected Areas,Peru,True,National,Effectiveness,B.09, Micro,Public,2.0,15212400.0,True
GUY-RS-003,Strategic Framework (SF),Enhancing Guyana’s Access to GCF to Transition to Renewable Energy,Guyana,GGGI,LAC,True,False,False,Closed,22 Dec 2018,300000.0,2018-12-22,300000.0,2018,2625.0,1,1,4,12.611541086966115,114.28571428571429,0,0,0,,,,,,,,,,,,False
